Year,State,District,Crop,Area_ha,Irrigation_Days,Pump_Type,Water_L_per_ha_day,Efficiency,Total_Water_Used_L,Carbon_Emissions_kg,Solar_Used
2022,Punjab,Bathinda,Mustard,7,154,Diesel,4500,1.0,4851000.0,13000.68,0
2020,Punjab,Patiala,Maize,9,120,Solar,4000,0.6,2592000.0,0.0,1
2023,Haryana,Hisar,Cotton,11,159,Diesel,7000,1.0,12243000.0,32811.240000000005,0
2018,Punjab,Jalandhar,Sugarcane,16,91,Electric,18000,0.8,20966400.0,31449.600000000002,0
2019,Punjab,Patiala,Wheat,14,112,Solar,5000,0.6,4704000.0,0.0,1
2018,Punjab,Jalandhar,Cotton,25,175,Electric,7000,0.8,24500000.0,36750.0,0
2020,Haryana,Gurgaon,Wheat,36,126,Diesel,5000,1.0,22680000.0,60782.4,0
2018,Punjab,Patiala,Paddy,43,119,Diesel,15000,1.0,76755000.0,205703.40000000002,0
2018,Haryana,Rohtak,Cotton,34,100,Diesel,7000,1.0,23800000.0,63784.00000000001,0
2017,Haryana,Panipat,Sugarcane,12,64,Diesel,18000,1.0,13824000.0,37048.32,0
2023,Punjab,Ludhiana,Sugarcane,27,133,Diesel,18000,1.0,64638000.0,173229.84,0
2021,Haryana,Hisar,Sugarcane,3,137,Electric,18000,0.8,5918400.0,8877.599999999999,0
2021,Haryana,Panipat,Mustard,15,142,Electric,4500,0.8,7668000.0,11502.0,0
2022,Haryana,Hisar,Maize,28,113,Diesel,4000,1.0,12656000.0,33918.08,0
2021,Punjab,Ludhiana,Paddy,13,141,Diesel,15000,1.0,27495000.0,73686.6,0
2019,Haryana,Karnal,Maize,13,69,Diesel,4000,1.0,3588000.0,9615.84,0
2016,Punjab,Patiala,Wheat,19,173,Diesel,5000,1.0,16435000.0,44045.8,0
2017,Punjab,Jalandhar,Sugarcane,12,126,Electric,18000,0.8,21772800.0,32659.199999999997,0
2019,Punjab,Ludhiana,Sugarcane,12,81,Electric,18000,0.8,13996800.0,20995.199999999997,0
2021,Punjab,Jalandhar,Mustard,13,129,Diesel,4500,1.0,7546500.0,20224.620000000003,0
2016,Haryana,Rohtak,Maize,15,152,Diesel,4000,1.0,9120000.0,24441.600000000002,0
2022,Haryana,Karnal,Wheat,16,152,Diesel,5000,1.0,12160000.0,32588.800000000003,0
2019,Haryana,Karnal,Maize,39,170,Electric,4000,0.8,21216000.0,31824.0,0
2022,Haryana,Gurgaon,Cotton,14,110,Diesel,7000,1.0,10780000.0,28890.4,0
2023,Haryana,Hisar,Sugarcane,15,107,Diesel,18000,1.0,28890000.0,77425.20000000001,0
2020,Haryana,Hisar,Maize,8,133,Electric,4000,0.8,3404800.0,5107.200000000001,0
2019,Haryana,Hisar,Wheat,13,153,Diesel,5000,1.0,9945000.0,26652.600000000002,0
2018,Punjab,Patiala,Paddy,29,113,Solar,15000,0.6,29493000.0,0.0,1
2020,Punjab,Bathinda,Wheat,25,144,Diesel,5000,1.0,18000000.0,48240.0,0
2019,Punjab,Ludhiana,Maize,29,133,Diesel,4000,1.0,15428000.0,41347.04,0
2022,Punjab,Ludhiana,Mustard,21,124,Diesel,4500,1.0,11718000.0,31404.24,0
2020,Punjab,Bathinda,Maize,24,168,Diesel,4000,1.0,16128000.0,43223.04,0
2020,Punjab,Jalandhar,Paddy,28,62,Diesel,15000,1.0,26040000.0,69787.2,0
2016,Punjab,Ludhiana,Sugarcane,43,82,Electric,18000,0.8,50774400.0,76161.6,0
2019,Punjab,Bathinda,Cotton,21,125,Diesel,7000,1.0,18375000.0,49245.0,0
2019,Punjab,Ludhiana,Sugarcane,2,166,Electric,18000,0.8,4780800.0,7171.200000000001,0
2023,Haryana,Rohtak,Wheat,10,118,Diesel,5000,1.0,5900000.0,15812.000000000002,0
2018,Haryana,Karnal,Sugarcane,35,76,Diesel,18000,1.0,47880000.0,128318.40000000001,0
2018,Haryana,Hisar,Paddy,26,173,Electric,15000,0.8,53976000.0,80964.0,0
2018,Haryana,Hisar,Mustard,15,155,Diesel,4500,1.0,10462500.0,28039.5,0
2021,Punjab,Patiala,Cotton,27,150,Diesel,7000,1.0,28350000.0,75978.0,0
2019,Punjab,Ludhiana,Cotton,2,136,Solar,7000,0.6,1142400.0,0.0,1
2016,Punjab,Jalandhar,Paddy,23,169,Electric,15000,0.8,46644000.0,69966.0,0
2023,Haryana,Gurgaon,Sugarcane,5,171,Solar,18000,0.6,9234000.0,0.0,1
2018,Haryana,Gurgaon,Wheat,16,101,Solar,5000,0.6,4848000.0,0.0,1
2021,Punjab,Bathinda,Paddy,46,151,Diesel,15000,1.0,104190000.0,279229.2,0
2018,Punjab,Ludhiana,Wheat,4,131,Solar,5000,0.6,1572000.0,0.0,1
2018,Haryana,Hisar,Mustard,47,156,Diesel,4500,1.0,32994000.0,88423.92,0
2018,Haryana,Panipat,Paddy,29,99,Diesel,15000,1.0,43065000.0,115414.20000000001,0
2023,Haryana,Gurgaon,Mustard,18,70,Solar,4500,0.6,3402000.0,0.0,1
2023,Haryana,Gurgaon,Wheat,11,88,Diesel,5000,1.0,4840000.0,12971.2,0
2023,Haryana,Hisar,Mustard,16,161,Diesel,4500,1.0,11592000.0,31066.56,0
2018,Haryana,Karnal,Wheat,19,170,Electric,5000,0.8,12920000.0,19380.0,0
2018,Haryana,Gurgaon,Cotton,25,77,Diesel,7000,1.0,13475000.0,36113.0,0
2020,Haryana,Hisar,Paddy,14,150,Electric,15000,0.8,25200000.0,37800.0,0
2018,Punjab,Patiala,Sugarcane,8,120,Solar,18000,0.6,10368000.0,0.0,1
2022,Haryana,Karnal,Paddy,31,78,Electric,15000,0.8,29016000.0,43524.0,0
2023,Punjab,Patiala,Cotton,6,156,Diesel,7000,1.0,6552000.0,17559.36,0
2023,Punjab,Jalandhar,Wheat,48,63,Diesel,5000,1.0,15120000.0,40521.600000000006,0
2016,Haryana,Gurgaon,Sugarcane,18,163,Diesel,18000,1.0,52812000.0,141536.16,0
2021,Punjab,Ludhiana,Mustard,15,128,Diesel,4500,1.0,8640000.0,23155.2,0
2017,Haryana,Panipat,Paddy,9,111,Diesel,15000,1.0,14985000.0,40159.8,0
2016,Punjab,Patiala,Sugarcane,10,96,Diesel,18000,1.0,17280000.0,46310.4,0
2022,Punjab,Amritsar,Mustard,37,148,Diesel,4500,1.0,24642000.0,66040.56,0
2022,Haryana,Rohtak,Cotton,5,121,Electric,7000,0.8,3388000.0,5082.0,0
2021,Haryana,Rohtak,Cotton,29,102,Diesel,7000,1.0,20706000.0,55492.08,0
2022,Haryana,Rohtak,Cotton,15,124,Diesel,7000,1.0,13020000.0,34893.6,0
2023,Haryana,Karnal,Maize,40,170,Diesel,4000,1.0,27200000.0,72896.0,0
2021,Punjab,Patiala,Mustard,28,82,Solar,4500,0.6,6199200.0,0.0,1
2023,Punjab,Bathinda,Maize,25,146,Diesel,4000,1.0,14600000.0,39128.0,0
2022,Punjab,Jalandhar,Maize,2,109,Diesel,4000,1.0,872000.0,2336.96,0
2022,Haryana,Karnal,Paddy,38,86,Electric,15000,0.8,39216000.0,58824.0,0
2019,Punjab,Amritsar,Paddy,42,162,Solar,15000,0.6,61236000.0,0.0,1
2018,Haryana,Panipat,Maize,12,71,Electric,4000,0.8,2726400.0,4089.6000000000004,0
2023,Punjab,Patiala,Paddy,4,69,Electric,15000,0.8,3312000.0,4968.0,0
2021,Punjab,Jalandhar,Wheat,19,148,Electric,5000,0.8,11248000.0,16872.0,0
2017,Haryana,Karnal,Wheat,10,143,Electric,5000,0.8,5720000.0,8580.0,0
2020,Haryana,Karnal,Cotton,34,89,Electric,7000,0.8,16945600.0,25418.399999999998,0
2016,Haryana,Panipat,Sugarcane,49,152,Diesel,18000,1.0,134064000.0,359291.52,0
2017,Punjab,Bathinda,Sugarcane,44,98,Solar,18000,0.6,46569600.0,0.0,1
2023,Punjab,Patiala,Wheat,37,169,Electric,5000,0.8,25012000.0,37518.0,0
2022,Haryana,Rohtak,Wheat,41,153,Electric,5000,0.8,25092000.0,37638.0,0
2019,Punjab,Ludhiana,Maize,25,132,Diesel,4000,1.0,13200000.0,35376.0,0
2017,Punjab,Amritsar,Mustard,40,116,Electric,4500,0.8,16704000.0,25056.0,0
2018,Punjab,Ludhiana,Cotton,4,149,Diesel,7000,1.0,4172000.0,11180.960000000001,0
2023,Haryana,Hisar,Maize,31,113,Electric,4000,0.8,11209600.0,16814.4,0
2016,Punjab,Bathinda,Paddy,16,103,Diesel,15000,1.0,24720000.0,66249.6,0
2023,Haryana,Karnal,Sugarcane,15,113,Electric,18000,0.8,24408000.0,36612.0,0
2021,Punjab,Ludhiana,Wheat,37,85,Diesel,5000,1.0,15725000.0,42143.0,0
2021,Haryana,Hisar,Paddy,14,67,Electric,15000,0.8,11256000.0,16884.0,0
2018,Punjab,Bathinda,Paddy,2,179,Electric,15000,0.8,4296000.0,6444.0,0
2023,Haryana,Gurgaon,Sugarcane,8,67,Diesel,18000,1.0,9648000.0,25856.640000000003,0
2023,Haryana,Karnal,Maize,31,110,Diesel,4000,1.0,13640000.0,36555.200000000004,0
2021,Haryana,Gurgaon,Sugarcane,31,92,Diesel,18000,1.0,51336000.0,137580.48,0
2022,Haryana,Gurgaon,Paddy,3,70,Diesel,15000,1.0,3150000.0,8442.0,0
2019,Punjab,Patiala,Maize,40,125,Solar,4000,0.6,12000000.0,0.0,1
2021,Haryana,Hisar,Maize,46,156,Diesel,4000,1.0,28704000.0,76926.72,0
2017,Punjab,Patiala,Cotton,40,176,Electric,7000,0.8,39424000.0,59136.0,0
2022,Haryana,Rohtak,Wheat,45,164,Electric,5000,0.8,29520000.0,44280.0,0
2019,Haryana,Karnal,Paddy,6,135,Diesel,15000,1.0,12150000.0,32562.000000000004,0
2018,Haryana,Karnal,Sugarcane,47,167,Solar,18000,0.6,84769200.0,0.0,1
2021,Haryana,Karnal,Mustard,37,145,Solar,4500,0.6,14485500.0,0.0,1
2020,Haryana,Panipat,Wheat,7,131,Electric,5000,0.8,3668000.0,5502.0,0
2021,Punjab,Amritsar,Wheat,23,121,Solar,5000,0.6,8349000.0,0.0,1
2020,Punjab,Amritsar,Cotton,22,101,Solar,7000,0.6,9332400.0,0.0,1
2020,Punjab,Jalandhar,Wheat,36,178,Electric,5000,0.8,25632000.0,38448.0,0
2018,Punjab,Jalandhar,Cotton,25,177,Electric,7000,0.8,24780000.0,37170.0,0
2021,Haryana,Gurgaon,Wheat,44,116,Diesel,5000,1.0,25520000.0,68393.6,0
2021,Punjab,Bathinda,Paddy,15,63,Diesel,15000,1.0,14175000.0,37989.0,0
2016,Haryana,Panipat,Wheat,35,70,Diesel,5000,1.0,12250000.0,32830.0,0
2023,Haryana,Hisar,Maize,32,169,Electric,4000,0.8,17305600.0,25958.399999999998,0
2016,Haryana,Gurgaon,Cotton,8,90,Diesel,7000,1.0,5040000.0,13507.2,0
2021,Haryana,Rohtak,Sugarcane,29,116,Solar,18000,0.6,36331200.0,0.0,1
2022,Haryana,Hisar,Cotton,22,127,Solar,7000,0.6,11734800.0,0.0,1
2021,Punjab,Bathinda,Wheat,12,90,Diesel,5000,1.0,5400000.0,14472.0,0
2017,Punjab,Jalandhar,Paddy,23,106,Electric,15000,0.8,29256000.0,43884.0,0
2023,Punjab,Bathinda,Sugarcane,23,92,Diesel,18000,1.0,38088000.0,102075.84000000001,0
2022,Haryana,Hisar,Sugarcane,30,64,Solar,18000,0.6,20736000.0,0.0,1
2020,Punjab,Patiala,Cotton,36,169,Electric,7000,0.8,34070400.0,51105.600000000006,0
2018,Haryana,Panipat,Wheat,27,66,Diesel,5000,1.0,8910000.0,23878.800000000003,0
2017,Haryana,Karnal,Wheat,36,102,Electric,5000,0.8,14688000.0,22032.0,0
2021,Haryana,Hisar,Sugarcane,19,84,Diesel,18000,1.0,28728000.0,76991.04000000001,0
2020,Punjab,Amritsar,Cotton,25,61,Diesel,7000,1.0,10675000.0,28609.0,0
2021,Punjab,Bathinda,Mustard,23,163,Solar,4500,0.6,10122300.0,0.0,1
2022,Punjab,Jalandhar,Maize,18,83,Diesel,4000,1.0,5976000.0,16015.68,0
2021,Punjab,Amritsar,Cotton,6,101,Electric,7000,0.8,3393600.0,5090.4,0
2016,Haryana,Gurgaon,Sugarcane,35,109,Diesel,18000,1.0,68670000.0,184035.6,0
2023,Haryana,Gurgaon,Sugarcane,37,111,Diesel,18000,1.0,73926000.0,198121.68000000002,0
2020,Punjab,Jalandhar,Maize,14,118,Diesel,4000,1.0,6608000.0,17709.440000000002,0
2017,Punjab,Amritsar,Maize,33,174,Diesel,4000,1.0,22968000.0,61554.240000000005,0
2021,Haryana,Panipat,Maize,12,68,Electric,4000,0.8,2611200.0,3916.7999999999997,0
2016,Punjab,Bathinda,Paddy,13,156,Electric,15000,0.8,24336000.0,36504.0,0
2020,Haryana,Gurgaon,Wheat,34,77,Diesel,5000,1.0,13090000.0,35081.200000000004,0
2020,Haryana,Rohtak,Maize,10,100,Diesel,4000,1.0,4000000.0,10720.0,0
2017,Haryana,Gurgaon,Maize,34,71,Electric,4000,0.8,7724800.0,11587.2,0
2016,Haryana,Hisar,Paddy,42,71,Diesel,15000,1.0,44730000.0,119876.40000000001,0
2017,Punjab,Patiala,Maize,13,73,Solar,4000,0.6,2277600.0,0.0,1
2018,Punjab,Patiala,Paddy,21,137,Diesel,15000,1.0,43155000.0,115655.40000000001,0
2018,Haryana,Hisar,Paddy,47,179,Diesel,15000,1.0,126195000.0,338202.60000000003,0
2020,Punjab,Amritsar,Maize,4,124,Diesel,4000,1.0,1984000.0,5317.12,0
2022,Punjab,Patiala,Mustard,38,103,Diesel,4500,1.0,17613000.0,47202.840000000004,0
2023,Punjab,Amritsar,Wheat,4,73,Solar,5000,0.6,876000.0,0.0,1
2017,Punjab,Bathinda,Cotton,19,66,Electric,7000,0.8,7022400.0,10533.599999999999,0
2016,Haryana,Rohtak,Wheat,10,81,Diesel,5000,1.0,4050000.0,10854.0,0
2020,Haryana,Gurgaon,Cotton,24,163,Diesel,7000,1.0,27384000.0,73389.12000000001,0
2020,Haryana,Panipat,Maize,22,165,Electric,4000,0.8,11616000.0,17424.0,0
2018,Haryana,Rohtak,Wheat,7,122,Diesel,5000,1.0,4270000.0,11443.6,0
2017,Haryana,Hisar,Cotton,11,141,Solar,7000,0.6,6514200.0,0.0,1
2023,Punjab,Jalandhar,Sugarcane,43,105,Solar,18000,0.6,48762000.0,0.0,1
2016,Punjab,Ludhiana,Wheat,34,156,Diesel,5000,1.0,26520000.0,71073.6,0
2020,Haryana,Panipat,Mustard,11,178,Diesel,4500,1.0,8811000.0,23613.480000000003,0
2023,Punjab,Patiala,Sugarcane,37,106,Solar,18000,0.6,42357600.0,0.0,1
2021,Punjab,Jalandhar,Wheat,10,74,Diesel,5000,1.0,3700000.0,9916.0,0
2021,Haryana,Karnal,Sugarcane,45,174,Diesel,18000,1.0,140940000.0,377719.2,0
2016,Haryana,Panipat,Cotton,48,124,Diesel,7000,1.0,41664000.0,111659.52,0
2016,Haryana,Gurgaon,Maize,21,76,Diesel,4000,1.0,6384000.0,17109.120000000003,0
2023,Punjab,Amritsar,Maize,10,106,Diesel,4000,1.0,4240000.0,11363.2,0
2021,Haryana,Gurgaon,Cotton,3,128,Solar,7000,0.6,1612800.0,0.0,1
2022,Punjab,Patiala,Wheat,46,165,Diesel,5000,1.0,37950000.0,101706.0,0
2020,Punjab,Amritsar,Paddy,46,79,Solar,15000,0.6,32706000.0,0.0,1
2022,Haryana,Panipat,Maize,22,143,Electric,4000,0.8,10067200.0,15100.800000000001,0
2018,Haryana,Gurgaon,Mustard,3,103,Electric,4500,0.8,1112400.0,1668.6000000000001,0
2016,Haryana,Karnal,Mustard,15,125,Solar,4500,0.6,5062500.0,0.0,1
2020,Haryana,Rohtak,Mustard,23,139,Solar,4500,0.6,8631900.0,0.0,1
2017,Haryana,Gurgaon,Maize,6,77,Electric,4000,0.8,1478400.0,2217.6000000000004,0
2021,Punjab,Patiala,Wheat,44,173,Solar,5000,0.6,22836000.0,0.0,1
2018,Haryana,Panipat,Sugarcane,21,122,Diesel,18000,1.0,46116000.0,123590.88,0
2016,Haryana,Hisar,Cotton,34,111,Diesel,7000,1.0,26418000.0,70800.24,0
2021,Punjab,Amritsar,Cotton,30,80,Diesel,7000,1.0,16800000.0,45024.0,0
2023,Haryana,Panipat,Mustard,14,96,Diesel,4500,1.0,6048000.0,16208.640000000001,0
2022,Punjab,Jalandhar,Wheat,3,80,Electric,5000,0.8,960000.0,1440.0,0
2019,Punjab,Amritsar,Sugarcane,14,144,Diesel,18000,1.0,36288000.0,97251.84000000001,0
2019,Haryana,Gurgaon,Cotton,27,143,Diesel,7000,1.0,27027000.0,72432.36,0
2020,Punjab,Ludhiana,Cotton,28,69,Diesel,7000,1.0,13524000.0,36244.32,0
2020,Haryana,Panipat,Cotton,5,65,Diesel,7000,1.0,2275000.0,6097.0,0
2019,Haryana,Karnal,Mustard,30,155,Diesel,4500,1.0,20925000.0,56079.0,0
2018,Haryana,Karnal,Cotton,7,157,Diesel,7000,1.0,7693000.0,20617.24,0
2023,Haryana,Karnal,Mustard,42,63,Diesel,4500,1.0,11907000.0,31910.760000000002,0
2020,Haryana,Panipat,Wheat,9,93,Electric,5000,0.8,3348000.0,5022.0,0
2022,Punjab,Bathinda,Maize,11,126,Electric,4000,0.8,4435200.0,6652.799999999999,0
2021,Punjab,Ludhiana,Sugarcane,16,78,Diesel,18000,1.0,22464000.0,60203.520000000004,0
2017,Punjab,Amritsar,Cotton,27,70,Electric,7000,0.8,10584000.0,15876.0,0
2017,Haryana,Gurgaon,Maize,29,144,Electric,4000,0.8,13363200.0,20044.800000000003,0
2022,Haryana,Hisar,Sugarcane,33,169,Electric,18000,0.8,80308800.0,120463.20000000001,0
2020,Punjab,Amritsar,Cotton,41,94,Solar,7000,0.6,16186800.0,0.0,1
2023,Haryana,Hisar,Cotton,16,76,Diesel,7000,1.0,8512000.0,22812.16,0
2018,Haryana,Karnal,Maize,37,117,Diesel,4000,1.0,17316000.0,46406.880000000005,0
2023,Punjab,Jalandhar,Sugarcane,41,83,Electric,18000,0.8,49003200.0,73504.79999999999,0
2021,Punjab,Bathinda,Cotton,18,93,Diesel,7000,1.0,11718000.0,31404.24,0
2022,Punjab,Jalandhar,Paddy,48,159,Diesel,15000,1.0,114480000.0,306806.4,0
2020,Punjab,Amritsar,Mustard,37,143,Diesel,4500,1.0,23809500.0,63809.46000000001,0
2017,Punjab,Jalandhar,Wheat,24,154,Diesel,5000,1.0,18480000.0,49526.4,0
2020,Punjab,Patiala,Sugarcane,13,70,Electric,18000,0.8,13104000.0,19656.0,0
2017,Haryana,Rohtak,Maize,14,163,Diesel,4000,1.0,9128000.0,24463.04,0
2022,Haryana,Rohtak,Cotton,35,155,Electric,7000,0.8,30380000.0,45570.0,0
2022,Haryana,Karnal,Mustard,49,100,Solar,4500,0.6,13230000.0,0.0,1
2017,Haryana,Gurgaon,Paddy,32,89,Diesel,15000,1.0,42720000.0,114489.6,0
2016,Punjab,Jalandhar,Paddy,34,76,Electric,15000,0.8,31008000.0,46512.0,0
2019,Haryana,Rohtak,Mustard,12,97,Diesel,4500,1.0,5238000.0,14037.84,0
2021,Haryana,Gurgaon,Sugarcane,23,163,Diesel,18000,1.0,67482000.0,180851.76,0
2021,Punjab,Amritsar,Wheat,28,150,Diesel,5000,1.0,21000000.0,56280.0,0
2019,Haryana,Gurgaon,Mustard,15,65,Solar,4500,0.6,2632500.0,0.0,1
2018,Punjab,Amritsar,Maize,34,97,Diesel,4000,1.0,13192000.0,35354.560000000005,0
2023,Punjab,Patiala,Cotton,9,130,Diesel,7000,1.0,8190000.0,21949.2,0
2017,Punjab,Bathinda,Paddy,12,174,Diesel,15000,1.0,31320000.0,83937.6,0
2018,Punjab,Jalandhar,Maize,18,100,Diesel,4000,1.0,7200000.0,19296.0,0
2021,Punjab,Patiala,Cotton,21,140,Solar,7000,0.6,12348000.0,0.0,1
2018,Punjab,Bathinda,Sugarcane,37,133,Solar,18000,0.6,53146800.0,0.0,1
2019,Haryana,Panipat,Maize,40,100,Solar,4000,0.6,9600000.0,0.0,1
2021,Haryana,Gurgaon,Maize,5,158,Electric,4000,0.8,2528000.0,3792.0,0
2022,Punjab,Ludhiana,Maize,16,115,Diesel,4000,1.0,7360000.0,19724.800000000003,0
2018,Punjab,Jalandhar,Maize,32,134,Solar,4000,0.6,10291200.0,0.0,1
2023,Haryana,Hisar,Maize,33,73,Diesel,4000,1.0,9636000.0,25824.480000000003,0
2017,Haryana,Hisar,Mustard,42,116,Electric,4500,0.8,17539200.0,26308.800000000003,0
2017,Haryana,Karnal,Mustard,19,165,Solar,4500,0.6,8464500.0,0.0,1
2021,Haryana,Karnal,Maize,29,159,Diesel,4000,1.0,18444000.0,49429.920000000006,0
2018,Haryana,Rohtak,Wheat,36,144,Diesel,5000,1.0,25920000.0,69465.6,0
2022,Punjab,Bathinda,Wheat,38,66,Solar,5000,0.6,7524000.0,0.0,1
2016,Punjab,Ludhiana,Paddy,6,63,Electric,15000,0.8,4536000.0,6804.0,0
2021,Punjab,Ludhiana,Mustard,17,88,Diesel,4500,1.0,6732000.0,18041.760000000002,0
2021,Haryana,Rohtak,Wheat,33,60,Electric,5000,0.8,7920000.0,11880.0,0
2019,Punjab,Patiala,Sugarcane,45,70,Diesel,18000,1.0,56700000.0,151956.0,0
2022,Haryana,Karnal,Cotton,38,78,Solar,7000,0.6,12448800.0,0.0,1
2019,Haryana,Karnal,Maize,38,166,Electric,4000,0.8,20185600.0,30278.399999999998,0
2016,Punjab,Patiala,Paddy,40,104,Diesel,15000,1.0,62400000.0,167232.0,0
2021,Haryana,Rohtak,Mustard,12,160,Diesel,4500,1.0,8640000.0,23155.2,0
2023,Punjab,Amritsar,Maize,5,140,Diesel,4000,1.0,2800000.0,7504.0,0
2023,Punjab,Jalandhar,Cotton,16,91,Electric,7000,0.8,8153600.0,12230.400000000001,0
2019,Haryana,Karnal,Mustard,20,137,Diesel,4500,1.0,12330000.0,33044.4,0
2021,Haryana,Rohtak,Wheat,34,85,Diesel,5000,1.0,14450000.0,38726.0,0
2021,Punjab,Patiala,Sugarcane,42,100,Electric,18000,0.8,60480000.0,90720.0,0
2020,Punjab,Ludhiana,Mustard,6,141,Diesel,4500,1.0,3807000.0,10202.76,0
2018,Punjab,Ludhiana,Cotton,22,164,Diesel,7000,1.0,25256000.0,67686.08,0
2020,Haryana,Gurgaon,Paddy,41,88,Electric,15000,0.8,43296000.0,64944.0,0
2017,Punjab,Ludhiana,Sugarcane,16,157,Electric,18000,0.8,36172800.0,54259.200000000004,0
2016,Punjab,Patiala,Cotton,9,83,Solar,7000,0.6,3137400.0,0.0,1
2023,Haryana,Rohtak,Mustard,40,153,Electric,4500,0.8,22032000.0,33048.0,0
2017,Haryana,Rohtak,Mustard,39,171,Diesel,4500,1.0,30010500.0,80428.14,0
2018,Punjab,Jalandhar,Maize,45,156,Electric,4000,0.8,22464000.0,33696.0,0
2022,Punjab,Ludhiana,Cotton,27,133,Diesel,7000,1.0,25137000.0,67367.16,0
2021,Haryana,Karnal,Cotton,7,66,Diesel,7000,1.0,3234000.0,8667.12,0
2023,Haryana,Rohtak,Mustard,4,94,Diesel,4500,1.0,1692000.0,4534.56,0
2021,Punjab,Bathinda,Maize,47,133,Electric,4000,0.8,20003200.0,30004.800000000003,0
2019,Punjab,Bathinda,Maize,39,73,Diesel,4000,1.0,11388000.0,30519.84,0
2018,Haryana,Rohtak,Maize,47,83,Diesel,4000,1.0,15604000.0,41818.72,0
2020,Haryana,Karnal,Maize,21,176,Diesel,4000,1.0,14784000.0,39621.12,0
2016,Punjab,Patiala,Sugarcane,16,69,Diesel,18000,1.0,19872000.0,53256.96000000001,0
2017,Haryana,Rohtak,Paddy,44,103,Solar,15000,0.6,40788000.0,0.0,1
2021,Punjab,Ludhiana,Wheat,36,73,Diesel,5000,1.0,13140000.0,35215.200000000004,0
2023,Haryana,Gurgaon,Maize,3,78,Diesel,4000,1.0,936000.0,2508.48,0
2017,Punjab,Bathinda,Cotton,21,101,Diesel,7000,1.0,14847000.0,39789.96,0
2019,Punjab,Patiala,Maize,49,159,Diesel,4000,1.0,31164000.0,83519.52,0
2020,Haryana,Hisar,Paddy,2,175,Electric,15000,0.8,4200000.0,6300.0,0
2022,Punjab,Bathinda,Sugarcane,27,173,Electric,18000,0.8,67262400.0,100893.59999999999,0
2017,Haryana,Gurgaon,Cotton,33,107,Diesel,7000,1.0,24717000.0,66241.56,0
2020,Haryana,Gurgaon,Wheat,9,144,Electric,5000,0.8,5184000.0,7776.0,0
2022,Punjab,Jalandhar,Sugarcane,17,130,Diesel,18000,1.0,39780000.0,106610.40000000001,0
2022,Haryana,Karnal,Maize,34,60,Diesel,4000,1.0,8160000.0,21868.800000000003,0
2016,Punjab,Jalandhar,Wheat,20,133,Diesel,5000,1.0,13300000.0,35644.0,0
2023,Punjab,Amritsar,Cotton,22,78,Solar,7000,0.6,7207200.0,0.0,1
2018,Haryana,Panipat,Cotton,21,62,Diesel,7000,1.0,9114000.0,24425.52,0
2022,Haryana,Gurgaon,Wheat,27,126,Diesel,5000,1.0,17010000.0,45586.8,0
2018,Haryana,Hisar,Cotton,18,165,Electric,7000,0.8,16632000.0,24948.0,0
2021,Haryana,Panipat,Wheat,42,120,Diesel,5000,1.0,25200000.0,67536.0,0
2023,Haryana,Panipat,Cotton,13,175,Diesel,7000,1.0,15925000.0,42679.0,0
2016,Punjab,Amritsar,Wheat,44,148,Diesel,5000,1.0,32560000.0,87260.8,0
2022,Punjab,Jalandhar,Maize,14,98,Electric,4000,0.8,4390400.0,6585.599999999999,0
2022,Haryana,Gurgaon,Sugarcane,17,106,Electric,18000,0.8,25948800.0,38923.2,0
2021,Haryana,Rohtak,Paddy,13,89,Diesel,15000,1.0,17355000.0,46511.4,0
2018,Punjab,Bathinda,Sugarcane,6,62,Electric,18000,0.8,5356800.0,8035.200000000001,0
2023,Haryana,Gurgaon,Maize,36,132,Solar,4000,0.6,11404800.0,0.0,1
2022,Haryana,Gurgaon,Mustard,2,140,Diesel,4500,1.0,1260000.0,3376.8,0
2023,Haryana,Panipat,Sugarcane,18,112,Diesel,18000,1.0,36288000.0,97251.84000000001,0
2019,Haryana,Rohtak,Sugarcane,13,165,Electric,18000,0.8,30888000.0,46332.0,0
2019,Haryana,Karnal,Cotton,49,172,Diesel,7000,1.0,58996000.0,158109.28,0
2023,Punjab,Amritsar,Mustard,39,122,Electric,4500,0.8,17128800.0,25693.199999999997,0
2017,Punjab,Amritsar,Paddy,42,103,Diesel,15000,1.0,64890000.0,173905.2,0
2019,Punjab,Ludhiana,Cotton,38,67,Solar,7000,0.6,10693200.0,0.0,1
2022,Haryana,Rohtak,Paddy,12,99,Diesel,15000,1.0,17820000.0,47757.600000000006,0
2020,Haryana,Rohtak,Cotton,40,167,Diesel,7000,1.0,46760000.0,125316.8,0
2022,Punjab,Amritsar,Mustard,7,162,Diesel,4500,1.0,5103000.0,13676.04,0
2016,Punjab,Amritsar,Wheat,39,156,Electric,5000,0.8,24336000.0,36504.0,0
2021,Punjab,Jalandhar,Paddy,21,61,Electric,15000,0.8,15372000.0,23058.0,0
2021,Haryana,Karnal,Paddy,40,157,Electric,15000,0.8,75360000.0,113040.0,0
2018,Haryana,Panipat,Cotton,49,69,Diesel,7000,1.0,23667000.0,63427.560000000005,0
2019,Haryana,Gurgaon,Wheat,46,135,Diesel,5000,1.0,31050000.0,83214.0,0
2018,Punjab,Jalandhar,Paddy,7,89,Diesel,15000,1.0,9345000.0,25044.600000000002,0
2021,Punjab,Ludhiana,Wheat,48,152,Solar,5000,0.6,21888000.0,0.0,1
